fps,highquality,rep,it,route_id,driving_score,duration_system
10,False,0,0,RouteScenario_585,1.0,190.2347822189331
10,False,0,1,RouteScenario_33,0.1469793624019973,453.3601212501526
10,False,0,2,RouteScenario_439,0.2155544608194493,450.60243797302246
10,False,0,3,RouteScenario_494,0.6,285.47813153266907
10,False,0,4,RouteScenario_591,0.9803636293137035,204.95090246200562
10,False,0,5,RouteScenario_15,0.31894262260842415,508.9201080799103
10,False,0,6,RouteScenario_211,0.042950267667748274,716.1701576709747
10,False,0,7,RouteScenario_473,0.2699034486904363,488.62826466560364
10,False,0,8,RouteScenario_503,0.14662135308392946,1193.0538997650146
10,False,0,9,RouteScenario_284,0.1690654780530225,507.9205527305603
10,False,0,10,RouteScenario_669,0.48034009409391215,290.18783807754517
10,False,0,11,RouteScenario_164,0.6,342.3637068271637
10,False,0,12,RouteScenario_35,0.034801641196902225,585.4050385951996
10,False,0,13,RouteScenario_533,0.03466102805474212,550.2351951599121
10,False,0,14,RouteScenario_501,0.005514908063265575,1587.3720965385437
10,False,0,15,RouteScenario_335,0.02420368940446687,441.4415924549103
10,False,0,16,RouteScenario_77,0.10469541420706388,513.3868651390076
10,False,0,17,RouteScenario_255,0.6,218.6160533428192
10,False,0,18,RouteScenario_369,0.4345631556910913,536.4417474269867
10,False,0,19,RouteScenario_45,0.19507791080795275,458.2296931743622
10,False,0,20,RouteScenario_430,0.17508222889630626,408.42964339256287
10,False,0,21,RouteScenario_142,0.0007103710597600691,1621.9905738830566
10,False,0,22,RouteScenario_617,0.5706175134750623,418.75126910209656
10,False,0,23,RouteScenario_363,0.23399999999999999,237.52236771583557
10,False,0,24,RouteScenario_390,0.11172479366585422,686.5980932712555
10,False,1,0,RouteScenario_463,0.6,275.54134488105774
10,False,1,1,RouteScenario_573,0.6,301.26570296287537
10,False,1,2,RouteScenario_476,0.04217023482016403,858.5066201686859
10,False,1,3,RouteScenario_462,0.21600000000000003,267.8190643787384
10,False,1,4,RouteScenario_520,0.40496656370167833,719.815203666687
10,False,1,5,RouteScenario_601,0.10964277305584613,610.8287136554718
10,False,1,6,RouteScenario_194,0.058781311375739824,478.11801290512085
10,False,1,7,RouteScenario_189,0.46311194527719246,581.7145810127258
10,False,1,8,RouteScenario_524,0.1091081553693726,552.4676022529602
10,False,1,9,RouteScenario_487,0.0500818333553226,514.4336574077606
10,False,1,10,RouteScenario_644,0.39432864997523787,552.9967157840729
10,False,1,11,RouteScenario_628,1.0,361.630731344223
10,False,1,12,RouteScenario_190,0.3920167553224786,580.5164930820465
10,False,1,13,RouteScenario_96,0.149198941236843,394.83310747146606
10,False,1,14,RouteScenario_457,0.20235151369214738,831.1580181121826
10,False,1,15,RouteScenario_310,0.06680696371127437,750.0174481868744
10,False,1,16,RouteScenario_145,0.6,290.03658962249756
10,False,1,17,RouteScenario_92,0.10226352310717374,396.91559076309204
10,False,1,18,RouteScenario_551,0.1723638027896767,569.0806827545166
10,False,1,19,RouteScenario_710,0.9850342416091971,145.1301772594452
10,False,1,20,RouteScenario_649,1.0,259.2315375804901
10,False,1,21,RouteScenario_42,0.2279323027947879,651.3313245773315
10,False,1,22,RouteScenario_609,0.8656382118221062,465.95456099510193
10,False,1,23,RouteScenario_405,0.12396224420728826,1037.0894482135773
10,False,1,24,RouteScenario_463,1.0,267.57437205314636
10,False,2,0,RouteScenario_485,0.20248864926048246,517.253044128418
10,False,2,1,RouteScenario_275,0.05512940403057672,904.8983290195465
10,False,2,2,RouteScenario_673,0.2744761119851277,519.4039351940155
10,False,2,3,RouteScenario_541,0.37908877769495253,403.37651085853577
10,False,2,4,RouteScenario_682,0.4590427658692445,449.40119075775146
10,False,2,5,RouteScenario_358,0.15497061245235982,428.8339259624481
10,False,2,6,RouteScenario_146,0.6,326.93149042129517
10,False,2,7,RouteScenario_390,0.11406521835278127,936.2235589027405
10,False,2,8,RouteScenario_11,0.04426346975709979,439.8583810329437
10,False,2,9,RouteScenario_383,1.0,149.45474123954773
10,False,2,10,RouteScenario_494,0.36,275.83225202560425
10,False,2,11,RouteScenario_280,0.131082759349143,514.2539632320404
10,False,2,12,RouteScenario_658,0.42422105053329096,532.9793925285339
10,False,2,13,RouteScenario_471,0.32476461215092983,541.779750585556
10,False,2,14,RouteScenario_707,0.09062495213750302,527.7265207767487
10,False,2,15,RouteScenario_615,0.5643784445510867,212.52357840538025
10,False,2,16,RouteScenario_233,0.01936421240403192,623.8554420471191
10,False,2,17,RouteScenario_571,0.6,306.71692633628845
10,False,2,18,RouteScenario_1,0.054635215248179526,663.029412984848
10,False,2,19,RouteScenario_677,1.0,318.81126594543457
10,False,2,20,RouteScenario_639,0.835813549455558,315.74057245254517
10,False,2,21,RouteScenario_148,1.0,307.629686832428
10,False,2,22,RouteScenario_450,0.16303892556811914,529.8590083122253
10,False,2,23,RouteScenario_376,0.06443466972994248,474.483726978302
10,False,2,24,RouteScenario_166,0.4174370683831283,509.3997106552124
10,False,3,0,RouteScenario_265,0.12522042359909435,1284.8140580654144
10,False,3,1,RouteScenario_297,0.06349451881274851,1173.5020473003387
10,False,3,2,RouteScenario_701,0.9469180612475541,465.66875314712524
10,False,3,3,RouteScenario_700,0.6,471.94603538513184
10,False,3,4,RouteScenario_190,0.3920167553224786,551.1269626617432
10,False,3,5,RouteScenario_667,0.31936931611409763,461.3752613067627
10,False,3,6,RouteScenario_236,0.08313810281689961,518.7835047245026
10,False,3,7,RouteScenario_682,0.36,187.0434386730194
10,False,3,8,RouteScenario_150,0.002657547075280136,926.7459695339203
10,False,3,9,RouteScenario_230,0.22413850412735442,701.2017495632172
10,False,3,10,RouteScenario_656,0.8316809613903418,182.54186511039734
10,False,3,11,RouteScenario_191,0.2227510541853869,526.4204268455505
10,False,3,12,RouteScenario_133,0.20523009788651592,1623.0825772285461
10,False,3,13,RouteScenario_72,0.21067236193964084,461.675008058548
10,False,3,14,RouteScenario_544,0.16173128426692962,373.2050805091858
10,False,3,15,RouteScenario_219,0.36,335.1513376235962
10,False,3,16,RouteScenario_301,0.27228960444013983,613.8890516757965
10,False,3,17,RouteScenario_30,0.1578491111430837,470.7193112373352
10,False,3,18,RouteScenario_441,0.1161872651083288,437.46686339378357
10,False,3,19,RouteScenario_129,1.0,504.0117905139923
10,False,3,20,RouteScenario_700,0.49339504943370976,758.6151480674744
10,False,3,21,RouteScenario_623,0.5720769748827111,511.4999735355377
10,False,3,22,RouteScenario_14,0.30895871956781973,449.0159776210785
10,False,3,23,RouteScenario_282,0.3621374804699904,500.4896447658539
10,False,3,24,RouteScenario_150,0.33584979737662624,1317.1665623188019
10,False,4,0,RouteScenario_109,0.05210213892957531,437.9476590156555
10,False,4,1,RouteScenario_630,0.6336134834932085,413.39987564086914
10,False,4,2,RouteScenario_719,0.5617925659107136,401.8272330760956
10,False,4,3,RouteScenario_667,0.31936931611409763,478.40655851364136
10,False,4,4,RouteScenario_539,0.5445045755134099,429.0892994403839
10,False,4,5,RouteScenario_252,1.0,247.79810452461243
10,False,4,6,RouteScenario_277,0.03611351565258183,502.224702835083
10,False,4,7,RouteScenario_261,0.112687246534477,706.7459938526154
10,False,4,8,RouteScenario_298,0.07957999930308374,1037.0503828525543
10,False,4,9,RouteScenario_74,0.25144871215532444,501.54935693740845
10,False,4,10,RouteScenario_674,1.0,272.95505809783936
10,False,4,11,RouteScenario_460,0.15984514937986588,758.8766341209412
10,False,4,12,RouteScenario_310,0.06680696371127437,776.8175194263458
10,False,4,13,RouteScenario_477,0.05516575735185505,583.6360239982605
10,False,4,14,RouteScenario_700,0.39381956401878093,786.788316488266
10,False,4,15,RouteScenario_406,0.13361008105755995,529.001847743988
10,False,4,16,RouteScenario_403,0.21020327878640976,1252.3972628116608
10,False,4,17,RouteScenario_121,1.0,306.78265500068665
10,False,4,18,RouteScenario_269,0.05526664120411702,937.7595851421356
10,False,4,19,RouteScenario_228,0.009314126001757184,926.0013201236725
10,False,4,20,RouteScenario_323,0.17385461966145888,484.4709966182709
10,False,4,21,RouteScenario_366,0.4746238959655038,528.6199996471405
10,False,4,22,RouteScenario_266,0.2990497502673425,1263.4103598594666
10,False,4,23,RouteScenario_369,0.4345631556910913,548.6127071380615
10,False,4,24,RouteScenario_647,0.23819824918333865,676.6844804286957
10,False,5,0,RouteScenario_213,1.0,291.8399860858917
10,False,5,1,RouteScenario_11,0.048252424515656846,460.80941224098206
10,False,5,2,RouteScenario_533,0.035103060633212696,583.8227100372314
10,False,5,3,RouteScenario_37,0.1934780589557205,627.7322242259979
10,False,5,4,RouteScenario_161,0.035421026076473655,868.2045047283173
10,False,5,5,RouteScenario_244,0.2384572415033858,996.4740343093872
10,False,5,6,RouteScenario_17,0.21243890166645266,469.59396266937256
10,False,5,7,RouteScenario_56,0.13367769156677897,575.9405114650726
10,False,5,8,RouteScenario_697,1.0,408.3361814022064
10,False,5,9,RouteScenario_150,0.33584979737662624,887.4604341983795
10,False,5,10,RouteScenario_711,0.20946778646011688,244.21759414672852
